grp,avg_spread,t_stat,hit_rate,n_periods,feature
4,0.006394163751748415,0.350548795997148,0.49441340782122906,358,op_margin
5 Largest,0.021761943452053283,1.7884545975883226,0.5139664804469274,358,op_margin
1 Smallest,0.046731518801632586,2.455058948141705,0.6284916201117319,358,net_margin
2,0.04010403645710751,2.3349213881706374,0.6089385474860335,358,net_margin
3,0.012051116759835303,0.6984728469346863,0.5083798882681564,358,net_margin
4,0.011375109407869337,0.7602013557815692,0.5307262569832403,358,net_margin
5 Largest,0.008452579136348124,0.9418864425803326,0.5558659217877095,358,net_margin
1 Smallest,-0.05305433417152679,-4.175980572926428,0.42450142450142453,351,rev_growth
2,-0.0428591695112383,-3.61222052890544,0.3732193732193732,351,rev_growth
3,-0.04891516556866607,-4.006250364878151,0.4068767908309456,349,rev_growth
4,-0.007651229541773576,-0.48895217642260963,0.47714285714285715,350,rev_growth
5 Largest,-0.03581542009229763,-2.980938705716709,0.414985590778098,347,rev_growth
1 Smallest,-0.01993021655461493,-1.5347832851604228,0.5386819484240688,349,eps_growth
2,0.0036733908886879044,0.37271597672397444,0.5771428571428572,350,eps_growth
3,-0.004593594489256178,-0.6085908638340871,0.5157593123209169,349,eps_growth
4,0.015093764244462184,2.037023143074446,0.5243553008595988,349,eps_growth
5 Largest,-0.006578967984734582,-1.0746696014759711,0.4553314121037464,347,eps_growth
1 Smallest,-0.1256845426411755,-9.82753878361415,0.27635327635327633,351,asset_growth
2,-0.09557561319748088,-7.964989379518996,0.33903133903133903,351,asset_growth
3,-0.0917016720200551,-7.62062474833444,0.3457142857142857,350,asset_growth
4,-0.03996648946849739,-2.495319665387273,0.42857142857142855,350,asset_growth
5 Largest,-0.06252792716200253,-5.609426420418093,0.4495677233429395,347,asset_growth
1 Smallest,0.011673837588293094,1.0312544216232458,0.5747126436781609,348,fcf_growth
2,0.0328455630301157,3.853560893990636,0.5936599423631124,347,fcf_growth
3,0.04288681690525031,5.716928059617344,0.6887608069164265,347,fcf_growth
4,0.025145347359890782,3.6042165471088894,0.5965417867435159,347,fcf_growth
5 Largest,0.01705401308713805,3.0398113460865464,0.5734870317002881,347,fcf_growth
1 Smallest,0.00703500113820206,0.5165603857783369,0.4860335195530726,358,leverage
2,0.024468764007939986,1.9719109122481981,0.55027932960893855,358,leverage
3,0.009455332555625513,0.9049265632100598,0.5391061452513967,358,leverage
4,-0.03816705914382153,-4.393672485085735,0.43854748603351956,358,leverage
5 Largest,-0.008433214900032782,-0.9144159450449841,0.4692737430167598,358,leverage
1 Smallest,-0.07868663861805533,-4.2899657546327585,0.3463687150837989,358,current_ratio
2,-0.04220111056438604,-2.858514275938871,0.4134078212290503,358,current_ratio
3,-0.011143412971747362,-0.7386017920956219,0.4441340782122905,358,current_ratio
4,-2.9466982316806676e-4,-0.01883986117125432,0.43575418994413406,358,current_ratio
5 Largest,0.012572785595508883,0.8436509238575227,0.5111731843575419,358,current_ratio
1 Smallest,-0.06828467331996471,-3.526159540076308,0.38268156424581007,358,cash_ratio
2,-0.046983145451966885,-2.807670707711352,0.4106145251396648,358,cash_ratio
3,-0.03510988248063156,-1.999253433299071,0.4134078212290503,358,cash_ratio
4,-0.0014193247299781168,-0.07422631271101644,0.45251396648044695,358,cash_ratio
5 Largest,0.03393247288622641,2.0925770006967457,0.5363128491620112,358,cash_ratio
1 Smallest,0.0657823296291629,3.8198116804012168,0.6564245810055865,358,int_coverage
2,0.03551998602153278,2.238923573598984,0.6229050279329609,358,int_coverage
3,0.04541034076449151,3.0073111421417327,0.5865921787709497,358,int_coverage
4,0.03753613139635209,2.8456467544840254,0.5754189944134078,358,int_coverage
5 Largest,0.03221061573121655,3.1140727747059938,0.547486033519553,358,int_coverage
1 Smallest,0.008393671610096924,1.1287919832676603,0.5279329608938548,358,log_mktcap
2,-0.011351141882851988,-1.919568987560687,0.4776536312849162,358,log_mktcap
3,0.0015208631675327003,0.2797927302630474,0.5307262569832403,358,log_mktcap
4,0.012487560946886571,2.4721779119451237,0.5642458100558659,358,log_mktcap
5 Largest,-0.0026202170812544383,-0.37512421784486105,0.5167597765363129,358,log_mktcap
1 Smallest,-0.020509519324631,-0.9192715754703309,0.3854748603351955,358,vol_12m
2,-0.01004488134377499,-0.5152545238429256,0.44972067039106145,358,vol_12m
3,-0.029020001589310257,-1.425284642706857,0.4134078212290503,358,vol_12m
4,0.007495899372916954,0.34507159128923853,0.43854748603351956,358,vol_12m
5 Largest,0.03488374521235801,1.881619935716531,0.5279329608938548,358,vol_12m
1 Smallest,-0.013585136721549493,-0.6961136346941357,0.38268156424581007,358,turnover
2,0.003227384074154666,0.1660808628554974,0.44692737430167595,358,turnover
3,-0.014246715686074109,-0.7988769584660321,0.40782122905027934,358,turnover
4,0.03132237145118418,1.5153622694777147,0.45251396648044695,358,turnover
5 Largest,0.05368555797185555,2.9037527067564533,0.5391061452513967,358,turnover
1 Smallest,-0.013653242949506138,-0.727339247039626,0.5698324022346368,358,mom_12_1
