strategy,n_mo,ann_ret,mkt_ret,vol,sharpe,mkt_sharpe,beta,capm_a,capm_t,ff6_a,ff6_t
*** COMPOSITE ***,372,0.11781756119851261,0.10607086194684068,0.19590515950588125,0.550043063080495,0.5784434521668805,1.0179280323196482,0.016277380290490764,0.7699913676433439,-0.00794161952831728,-0.809386133888087
Single: asset_growth,372,0.10770825209600932,0.10607086194684068,0.23332578980155766,0.45607936730646575,0.5784434521668805,1.2755096425216739,-0.008212092801383233,-0.36424609788735857,0.018551058531648207,1.6308659709236384
Single: fcfp,372,0.12672685188391397,0.10607086194684068,0.22351045077286824,0.5439767220072481,0.5784434521668805,1.1861319948838498,0.014989478328144849,0.6485331897128079,0.009287513053000712,0.8516285470156232
Single: sp,372,0.12259381011742221,0.10607086194684068,0.24998252594200643,0.4962813919042573,0.5784434521668805,1.301432017149675,0.0071049192624578345,0.26393527778725356,-0.005861206420911829,-0.4118008427559274
Single: gross_margin,372,0.1084143404160951,0.10607086194684068,0.2420611602804457,0.4505070947453022,0.5784434521668805,1.2737358140630348,-0.005417491363579767,-0.21284586850266868,0.04614998886886536,2.5661529719228664
Single: roe,372,0.07406272011933224,0.10607086194684068,0.22704364442771616,0.32845761356577946,0.5784434521668805,1.2896002522513406,-0.04131924904525339,-2.107093075773416,-0.005115163189320488,-0.38469143934929123
Single: bp,372,0.09554961449147914,0.10607086194684068,0.24614611189914565,0.39906179605350156,0.5784434521668805,1.2596174440583854,-0.014971465894013582,-0.5476261133000215,-9.502868741299748e-4,-0.07807759217039922
