month_date,gross_ret,n_cohorts,n_positions,cost,net_ret,bench_ret,value_gross,value_net,value_bench,peak,drawdown,excess
2019-03-31,-0.026275930402037777,6,900,6.666666666666666e-4,-0.026942597068704444,-0.008094576001017808,295880.79831001617,276063.2735164903,514940.58149913175,313137.0874942316,-0.11839483554762331,-0.018848021067686634
2019-04-30,0.028899011111111112,6,900,6.666666666666666e-4,0.028232344444444446,0.041010295091009376,304431.46078794176,283857.18694286875,536058.4467007471,313137.0874942316,-0.09350505488080263,-0.01277795064656493
2019-05-31,-0.11594211666666666,6,900,6.666666666666666e-4,-0.11660878333333333,-0.0724516808976464,269135.0328442625,250756.94573303827,497220.11117789656,313137.0874942316,-0.19921032752896906,-0.04415710243568692
2019-06-30,0.08166210444444444,6,900,6.666666666666666e-4,0.08099543777777778,0.08305440268485073,291113.1660060496,271067.11432850413,538516.4305146718,313137.0874942316,-0.1343500174392548,-0.002058964907072955
2019-07-31,-0.01056148715227111,6,900,6.666666666666666e-4,-0.011228153818937776,0.013197642515305513,288038.57804341975,268023.5310735681,545623.5778532228,313137.0874942316,-0.1440696685968076,-0.02442579633424329
2019-08-31,-0.09530068,6,900,6.666666666666666e-4,-0.09596734666666666,-0.04132604112554113,260588.30568964875,242302.0239522069,523075.1154357956,313137.0874942316,-0.22621103143309262,-0.054641305541125534
2019-09-30,0.028754727777777777,6,900,6.666666666666666e-4,0.02808806111111111,0.026590478804347804,268081.45148182695,249107.8180083224,536983.933205873,313137.0874942316,-0.2044767995968816,0.0014975823067633065
2019-10-31,0.01145875,6,900,6.666666666666666e-4,0.010792083333333334,0.024244067235074194,271153.32981399435,251796.21033925307,550002.6077866707,313137.0874942316,-0.1958914469245311,-0.01345198390174086
2019-11-30,0.05142892777777778,6,900,6.666666666666666e-4,0.05076226111111111,0.06062225904077743,285098.4548297022,264577.9553152825,583345.0083490174,313137.0874942316,-0.15507307859163633,-0.009859997929666318
2019-12-31,0.039287531111111114,6,900,6.666666666666666e-4,0.038620864444444444,0.04167457305812059,296299.26924355386,274796.18466250226,607655.6625175484,313137.0874942316,-0.1224412704944623,-0.003053708613676147
2020-01-31,-0.06138810744346667,6,900,6.666666666666666e-4,-0.06205477411013334,-0.01944328232897257,278110.01786780986,257743.76949694415,595840.8419124208,313137.0874942316,-0.1768979792223042,-0.04261149178116077
2020-02-29,-0.07767590666666667,6,900,6.666666666666666e-4,-0.07834257333333333,-0.07609803949908173,256507.57007684486,237551.45933392004,550498.5219894033,313137.0874942316,-0.24138190964589568,-0.0022445338342516052
2020-03-31,-0.26102869152634667,6,900,6.666666666666666e-4,-0.2616953581930133,-0.18712559820859453,189551.7346930834,175385.3450942568,447486.1567491891,313137.0874942316,-0.43990874253281276,-0.07456975998441878
2020-04-30,0.22638265555555556,6,900,6.666666666666666e-4,0.22571598888888889,0.17710688465845464,232462.9597580657,214972.62169882603,526739.03589882294,313137.0874942316,-0.31348719048558527,0.04860910423043424
2020-05-31,0.08533661920673444,6,900,6.666666666666666e-4,0.08466995254006777,0.08796279545070301,252300.5628346102,233174.3433754796,573072.4739694915,313137.0874942316,-0.2553601834858511,-0.003292842910635238
2020-06-30,0.049716296666666666,6,900,6.666666666666666e-4,0.04904963,0.046661714575452866,264844.0124656627,244611.45864353984,599813.0181809047,313137.0874942316,-0.21883587600256416,0.002387915424547131
2020-07-31,0.035207322222222226,6,900,6.666666666666666e-4,0.034540655555555556,0.051715728178063136,274168.4609511675,253060.4987814884,630832.7851868119,313137.0874942316,-0.19185395506321135,-0.01717507262250758
2020-08-31,0.04214391111111111,6,900,6.666666666666666e-4,0.04147724444444444,0.0653515948771563,285722.9921989636,263556.7509486812,672058.7137995686,313137.0874942316,-0.15833428401055727,-0.023874350432711862
2020-09-30,-0.05578932,6,900,6.666666666666666e-4,-0.05645598666666667,-0.02394651939603907,269782.7007558181,248677.39453121249,655965.2467742902,313137.0874942316,-0.20585135245024766,-0.032509467270627604
2020-10-31,0.00905321,6,900,6.666666666666666e-4,0.008386543333333335,0.023549708485163977,272225.1002001277,250762.93827646895,671413.0371122233,313137.0874942316,-0.19919119040446354,-0.015163165151830643
2020-11-30,0.23707223333333333,6,900,6.666666666666666e-4,0.23640556666666665,0.19433389705882353,336762.11267396243,310044.69279871596,801891.3491503423,313137.0874942316,-0.009875529980371889,0.042071669607843115
2020-12-31,0.09839315777777778,6,900,6.666666666666666e-4,0.09772649111111112,0.09392999178252162,369897.20035986934,340344.2727135568,877212.9969865091,340344.2727135568,0,0.0037964993285894977
2021-01-31,0.05846217777777778,6,900,6.666666666666666e-4,0.05779551111111111,0.05898695306324112,391522.1962468104,360014.6439087762,928957.1188662173,360014.6439087762,0,-0.0011914419521300151
2021-02-28,0.12225230333333334,6,900,6.666666666666666e-4,0.12158563666666668,0.08122686259806897,439386.6865441083,403787.2535977481,1004413.3911198616,403787.2535977481,0,0.04035877406859771
2021-03-31,0.031348772222222224,6,900,6.666666666666666e-4,0.030682105555555558,0.026899910498020162,453160.91969805653,416176.2967346221,1031432.0214439987,416176.2967346221,0,0.003782195057535395
2021-04-30,0.01894337111111111,6,900,6.666666666666666e-4,0.018276704444444444,0.0377959768698854,461745.3151729492,423782.6279068242,1070416.0022693553,423782.6279068242,0,-0.019519272425440957
2021-05-31,0.03691341555555556,6,900,6.666666666666666e-4,0.03624674888888889,0.009519250927643778,478789.9118727592,439143.37040403625,1080605.5607919227,439143.37040403625,0,0.02672749796124511
2021-06-30,0.01810481,6,900,6.666666666666666e-4,0.017438143333333333,0.02558222433888984,487458.3122571324,446801.2154410249,1108249.8546699535,446801.2154410249,0,-0.008144081005556508
2021-07-31,-0.050343063333333334,6,900,6.666666666666666e-4,-0.05100973,-0.02460982412060302,462918.16757081175,424010.0060777064,1080976.020664842,446801.2154410249,-0.051009729999999975,-0.026399905879396984
2021-08-31,0.02996937222222222,6,900,6.666666666666666e-4,0.029302705555555555,0.03237439635929302,476791.5344431705,436434.64643841074,1115971.966812737,446801.2154410249,-0.02320174754310289,-0.003071690803737464
2021-09-30,-0.009485952970244446,6,900,6.666666666666666e-4,-0.010152619636911112,-0.028992927462178235,472268.7123708319,432003.69147675176,1083616.6725291112,446801.2154410249,-0.03311880866229722,0.018840307825267123
2021-10-31,0.02608991,6,900,6.666666666666666e-4,0.025423243333333335,0.05125775768374165,484590.1605724028,442986.62644606346,1139160.4333516709,446801.2154410249,-0.008537552860495623,-0.025834514350408313
2021-11-30,-0.03780060444444445,6,900,6.666666666666666e-4,-0.03846727111111112,-0.03647429374999999,466272.35959493555,425946.1397879662,1097610.3610772246,446801.2154410249,-0.046676407611096704,-0.001992977361111127
2021-12-31,0.020928803333333336,6,900,6.666666666666666e-4,0.02026213666666667,0.030391339502767536,476030.88210866717,434576.7186849891,1130968.2102024776,446801.2154410249,-0.027360034694555058,-0.010129202836100866
