month_date,gross_ret,n_cohorts,n_positions,cost,net_ret,bench_ret,value_gross,value_net,value_bench,peak,drawdown,excess
2022-01-31,-0.04231597213742222,6,900,6.666666666666666e-4,-0.04298263880408889,-0.08235393090397433,455887.1725648043,415897.4645530861,1037828.5323648714,446801.2154410249,-0.06916666700970053,0.03937129209988544
2022-02-28,0.02366177701058333,6,900,6.666666666666666e-4,0.022995110343916665,0.014209305200556896,466674.2731840181,425461.0726422395,1052575.3547270899,446801.2154410249,-0.04776205180579274,0.00878580514335977
2022-03-31,-0.005106871111111112,6,900,6.666666666666666e-4,-0.005773537777777779,0.020330814793862572,464291.0278199958,423004.6570663657,1073975.0693206305,446801.2154410249,-0.05325983357312558,-0.02610435257164035
2022-04-30,-0.08574782777777779,6,900,6.666666666666666e-4,-0.08641449444444445,-0.08532605152116485,424479.0807277194,386450.9234783301,982337.0172233318,446801.2154410249,-0.1350719064251532,-0.0010884429232796006
2022-05-31,0.024649984177724446,6,900,6.666666666666666e-4,0.02398331751105778,0.005334166784051907,434942.4833514327,395719.2986785524,987576.966711349,446801.2154410249,-0.11432806133271378,0.018649150727005872
2022-06-30,-0.10877406111111111,6,900,6.666666666666666e-4,-0.10944072777777777,-0.07322067454452189,387632.02308754553,352411.4906354598,915265.9150441112,446801.2154410249,-0.21125664287281698,-0.03622005323325589
2022-07-31,0.09998492222222222,6,900,6.666666666666666e-4,0.09931825555555555,0.1144025782057304,426389.3807667964,387412.38512310665,1019974.6954689843,446801.2154410249,-0.13292002856191254,-0.015084322650174842
2022-08-31,-0.01493744777777778,6,900,6.666666666666666e-4,-0.015604114444444445,-0.009990482126058332,420020.2116585934,381367.1579284505,1009784.6565048696,446801.2154410249,-0.14645004366871806,-0.005613632318386113
2022-09-30,-0.09155390278005555,6,900,6.666666666666666e-4,-0.09222056944672222,-0.08658357007473175,381565.7220347441,346197.26145601075,922353.8959379914,446801.2154410249,-0.22516490669281375,-0.00563699937199047
2022-10-31,0.12951453333333335,6,900,6.666666666666666e-4,0.12884786666666667,0.1102816878585086,430984.02846007043,390804.04004045995,1024072.6403849043,446801.2154410249,-0.12532905790171522,0.01856617880815807
2022-11-30,0.057250500518293335,6,900,6.666666666666666e-4,0.056583833851626665,0.042049659020523746,455658.0798047998,412917.2309106538,1067134.545725337,446801.2154410249,-0.07583682263918023,0.01453417483110292
2022-12-31,-0.06234619444444444,6,900,6.666666666666666e-4,-0.06301286111111111,-0.04721261272816971,427249.5325611076,386898.13478889613,1016752.3356891553,446801.2154410249,-0.13407098857822075,-0.015800248382941397
2023-01-31,0.10965077111111111,6,900,6.666666666666666e-4,0.10898410444444445,0.11144606182701829,474097.77326329483,429063.88152009,1130065.3793551342,446801.2154410249,-0.039698490755954885,-0.0024619573825738345
2023-02-28,-0.021327900987293334,6,900,6.666666666666666e-4,-0.02199456765396,-0.015157781849644116,463986.26289683906,419626.80695012567,1112936.0948590336,446801.2154410249,-0.06081990726922293,-0.0068367858043158845
2023-03-31,-0.10182373555555556,6,900,6.666666666666666e-4,-0.10249040222222222,-0.022452094311377242,416741.44836222084,376619.0867225805,1087948.3486947226,446801.2154410249,-0.15707685273230432,-0.08003830791084499
2023-04-30,-0.01973757308311,6,900,6.666666666666666e-4,-0.020404239749776665,-0.011152118361153264,408515.9835684104,368934.46058275097,1075815.419939258,446801.2154410249,-0.1742760587197908,-0.009252121388623401
2023-05-31,-0.05246863888888889,6,900,6.666666666666666e-4,-0.05313530555555556,-0.0013414702380650045,387081.70594622026,349331.01528971246,1074372.2455717581,446801.2154410249,-0.21815115264425222,-0.05179383531749056
2023-06-30,0.11811199,6,900,6.666666666666666e-4,0.11744532333333334,0.08794584760448522,432800.6965281231,390358.30933077435,1168858.8233513006,446801.2154410249,-0.1263266619687624,0.029499475728848118
2023-07-31,0.11749025222222223,6,900,6.666666666666666e-4,0.11682358555555557,0.06048847572238646,483650.55952516577,435961.3666782001,1239561.3119104828,446801.2154410249,-0.024261010015662388,0.056335109833169104
2023-08-31,-0.04475768222222222,6,900,6.666666666666666e-4,-0.04542434888888889,-0.03928235747625129,462003.48147533846,416158.1054561327,1190868.4213422842,446801.2154410249,-0.06858331832120312,-0.006141991412637597
2023-09-30,-0.051888974444444444,6,900,6.666666666666666e-4,-0.052555641111111114,-0.0532376737064414,438030.5946318203,394286.64942030027,1127469.3568995588,446801.2154410249,-0.11753451916841584,6.820325953302842e-4
2023-10-31,-0.07506507444444445,6,900,6.666666666666666e-4,-0.07573174111111111,-0.054790812318587116,405149.7954368384,364426.6349628346,1065694.3949707171,446801.2154410249,-0.18436516650224577,-0.020940928792523995
2023-11-30,0.11273509906200889,6,900,6.666666666666666e-4,0.11206843239534223,0.10701168579013953,450824.397760363,405267.3566662291,1179736.1487136362,446801.2154410249,-0.09295824930511642,0.005056746605202694
2023-12-31,0.15749815305667333,6,900,6.666666666666666e-4,0.15683148639000666,0.12122548398321711,521828.4077605072,468826.03859754273,1322750.2343139434,468826.03859754273,0,0.035606002406789544
2024-01-31,-0.05518615777777778,6,900,6.666666666666666e-4,-0.05585282444444445,-0.02027159837837838,493030.7029169093,442640.7801687698,1295935.9728090253,468826.03859754273,-0.055852824444444504,-0.03558122606606607
2024-02-29,0.025187311111111114,6,900,6.666666666666666e-4,0.024520644444444448,0.06374848974082073,505448.82061860734,453494.6173558997,1378549.933876402,468826.03859754273,-0.03270172724942022,-0.03922784529637628
2024-03-31,0.029324836666666666,6,900,6.666666666666666e-4,0.02865817,0.04314902841269841,520271.0247266073,466490.94319417,1438033.0241415584,468826.03859754273,-0.004980728908227872,-0.014490858412698409
2024-04-30,-0.07906698888888888,6,900,6.666666666666666e-4,-0.07973365555555555,-0.05721791428571429,479134.7613953379,429295.9150097398,1355751.7738262003,468826.03859754273,-0.0843172527405992,-0.02251574126984126
2024-05-31,0.051101485555555555,6,900,6.666666666666666e-4,0.050434818888888885,0.049167415841584156,503619.25948394625,450947.3767329958,1422410.5850678785,468826.03859754273,-0.03813495922289123,0.0012674030473047299
2024-06-30,-0.02309740888888889,6,900,6.666666666666666e-4,-0.023764075555555556,-0.005569143327841844,491986.95952332614,440231.0292007333,1414488.976648596,468826.03859754273,-0.06099279272616609,-0.018194932227713713
2024-07-31,0.10603439371665332,6,900,6.666666666666666e-4,0.10536772704998666,0.08048961737112541,544154.4984928817,486617.1721244909,1528340.6531547161,486617.1721244909,0,0.024878109678861254
2024-08-31,-0.029883874444444448,6,900,6.666666666666666e-4,-0.030550541111111114,0.0045855868493150645,527893.0537815408,471750.754202129,1535348.991955096,486617.1721244909,-0.030550541111111107,-0.03513612796042618
2024-09-30,0.012927841111111112,6,900,6.666666666666666e-4,0.012261174444444446,0.018258814122728076,534717.5713044878,477534.97249369964,1563382.6438127216,486617.1721244909,-0.018663952180602017,-0.00599763967828363
2024-10-31,-0.012245319999999999,6,900,6.666666666666666e-4,-0.012911986666666665,0.0022351149237472717,528169.7835342415,471369.04729599395,1566876.9836914346,486617.1721244909,-0.03133495014556542,-0.015147101590413936
2024-11-30,0.10730203333333334,6,900,6.666666666666666e-4,0.10663536666666668,0.11525730517425678,584843.4752526921,521633.6584897196,1747471.0023712772,521633.6584897196,0,-0.008621938507590104
2024-12-31,-0.07050434111111112,6,900,6.666666666666666e-4,-0.07117100777777778,-0.06253401672240802,543609.4713768687,484508.4653241971,1638194.6214870687,521633.6584897196,-0.07117100777777785,-0.008636991055369761
2025-01-31,0,6,900,6.666666666666666e-4,-6.666666666666666e-4,NA,543609.4713768687,484185.4596806476,NA,521633.6584897196,-0.07179022710592597,NA
