form_date,gross_ret,n_held,med_mktcap,turnover,cost,net_ret,bench_ret,value_gross,value_net,value_bench,peak,drawdown,excess
2014-03-31,-0.07960107999999999,25,1396.47412,0.52,0.0020800000000000003,-0.08168107999999999,-0.02743370791584854,5319.878815799951,4902.151043465674,5310.296353224095,5810.879967779349,-0.1563840467110783,-0.05424737208415145
2014-04-30,-0.05670464,25,1117.01622,0.48,0.0019199999999999998,-0.05862464,0.011289663851351354,5018.2170027063885,4614.764203316874,5370.247814003051,5810.879967779349,-0.20584072827089817,-0.06991430385135135
2014-05-31,0.10190428,25,1117.94176,0.24,9.599999999999999e-4,0.10094428,0.05032150260982284,5529.594793250942,5080.598253190469,5640.486753390801,5810.879967779349,-0.1256748923808797,0.050622777390177155
2014-06-30,-0.08644828,25,1631.80652,0.19999999999999996,7.999999999999998e-4,-0.08724828,-0.04873556664838179,5051.5708342774415,4637.324794228597,5365.594435291609,5810.879967779349,-0.20195825418146274,-0.03851271335161821
2014-07-31,0.09680484,25,895.2499300000001,0.07999999999999996,3.1999999999999986e-4,0.09648484,0.049343885371179036,5540.587340638335,5084.756335027776,5630.353712054874,5810.879967779349,-0.12495932402284049,0.047140954628820966
2014-08-31,-0.06485256,25,1068.80126,0.24,9.599999999999999e-4,-0.06581256,-0.04357633495407888,5181.266067694347,4750.11550364338,5385.00353278843,5810.879967779349,-0.18254799101302788,-0.022236225045921126
2014-09-30,0.07235036,25,1590.02916,0.31999999999999995,0.0012799999999999997,0.07107036,0.04573958907392167,5556.132532947818,5087.707922528897,5631.311381539788,5810.879967779349,-0.12445138245160048,0.025330770926078328
2014-10-31,0.008718399999999989,25,1575.9151200000001,0.19999999999999996,7.999999999999998e-4,0.007918399999999989,0.009868847826086956,5604.573118823069,5127.994428942649,5686.885936625516,5810.879967779349,-0.11751843827840536,-0.0019504478260869672
2014-11-30,0.05715584,25,1479.08856,0.28,0.0011200000000000001,0.056035839999999996,0.01641702716169174,5924.907203270823,5415.345904283771,5780.247697512539,5810.879967779349,-0.06806784268282384,0.03961881283830826
2014-12-31,-0.07923543999999999,25,1205.6761000000001,0.19999999999999996,7.999999999999998e-4,-0.08003543999999999,-0.0369697070713886,5455.44457406049,4981.9263120822225,5566.553633335433,5810.879967779349,-0.14265544294385313,-0.043065732928611385
2015-01-31,0.10920164,25,1579.05,0.48,0.0019199999999999998,0.10728164,0.0719464156530936,6051.188068476996,5516.395537201555,5967.047214794622,5810.879967779349,-0.050678112817796106,0.03533522434690639
2015-02-28,-0.019723720000000004,25,1533.5762,0.48,0.0019199999999999998,-0.021643720000000005,0.007698320174973543,5931.836129347014,5397.000216785115,6012.9834547532955,5810.879967779349,-0.07122496993383931,-0.02934204017497355
2015-03-31,0.05460872,25,1835.6244000000002,0.72,0.0028799999999999997,0.05172872,-0.01016554477611941,6255.7661076204095,5676.180129839132,5951.858202205936,5810.879967779349,-0.023180626460555298,0.06189426477611941
2015-04-30,0.019415719999999997,25,1357.07,0.36,0.0014399999999999999,0.017975719999999997,0.018781634042553192,6377.226310751457,5778.213554522684,6063.643824832937,5810.879967779349,-0.005621594911234817,-8.059140425531949e-4
2015-05-31,-0.01927424,25,1345.8556800000001,0.31999999999999995,0.0012799999999999997,-0.02055424,-8.641426092323979e-4,6254.310120303719,5659.446766351771,6058.40397183669,5810.879967779349,-0.026060287300246676,-0.019690097390767602
2015-06-30,-0.10530624,25,1049.24175,0.31999999999999995,0.0012799999999999997,-0.10658624,-0.007969006162819052,5595.692237740586,5056.227615046178,6010.124513248276,5810.879967779349,-0.12986885926359348,-0.09861723383718095
2015-07-31,-0.02387008,25,917.2264500000001,0.24,9.599999999999999e-4,-0.024830079999999997,-0.059271168169761274,5462.1226163703395,4930.6810788663715,5653.897412502332,5810.879967779349,-0.15147428509856975,0.034441088169761276
2015-08-31,-0.11173832,25,932.8272000000001,0.19999999999999996,7.999999999999998e-4,-0.11253832,-0.05227712569625794,4851.794211583114,4375.790513794963,5358.327906795201,5810.879967779349,-0.2469659435303757,-0.060261194303742056
2015-09-30,0.09491588,25,1036.95984,0.28,0.0011200000000000001,0.09379588,0.058431272440041565,5312.306528754431,4786.221635732014,5671.421824540228,5810.879967779349,-0.17633445153383742,0.03536460755995843
2015-10-31,0.06614692,25,876.4761,0.76,0.0030399999999999997,0.06310692,0.025211193855932203,5663.699243727428,5088.265341600423,5814.4051395974775,5810.879967779349,-0.12435545566002726,0.03789572614406779
2015-11-30,-0.0661872,25,1087.55134,0.36,0.0014399999999999999,-0.0676272,-0.043387998415213944,5288.8348491429915,4744.1602036909435,5562.12973861521,5810.879967779349,-0.18357284438901533,-0.024239201584786055
2015-12-31,-0.21887716,25,828.85855,0.31999999999999995,0.0012799999999999997,-0.22015716,-0.08828392128897841,4131.229697653545,3699.699366661324,5071.083114572219,5810.879967779349,-0.36331512831520785,-0.13187323871102158
2016-01-31,0.013841880000000008,25,976.34216,0.56,0.0022400000000000002,0.011601880000000007,0.00660859568733153,4188.413683380902,3742.622834749404,5104.595852573281,5810.879967779349,-0.3559283868361056,0.004993284312668477
2016-02-29,0.11350444,25,1229.9311,0.4,0.0016,0.11190444,0.08304990114537608,4663.817233001389,4161.438947203249,5528.532033516589,5810.879967779349,-0.28385391364510326,0.028854538854623912
2016-03-31,0.11219111999999999,25,990.4947999999999,0.56,0.0022400000000000002,0.10995111999999999,0.02188795197860218,5187.056111847116,4618.993820259867,5649.540277178363,5810.879967779349,-0.20511284936676566,0.0880631680213978
2016-04-30,-0.027577760000000007,25,994.86463,0.4,0.0016,-0.029177760000000007,0.017746073037009452,5044.008723288062,4484.221927130841,5749.797431562696,5810.879967779349,-0.22830587587502604,-0.04692383303700946
2016-05-31,-0.025017519999999998,25,1401.56806,0.52,0.0020800000000000003,-0.02709752,-0.007003905201299452,4917.820134173029,4362.710633775975,5709.526395425356,5810.879967779349,-0.24921687283738492,-0.020093614798700546
2016-06-30,0.09398332,25,1404.7307100000003,0.36,0.0014399999999999999,0.09254332,0.054463839012995535,5380.013197545456,4766.450360024908,6020.489121866251,5810.879967779349,-0.1797369096497744,0.03807948098700446
2016-07-31,6.627658832000033e-4,25,1500.26916,0.31999999999999995,0.0012799999999999997,-6.172341167999964e-4,0.013366370434673973,5383.578886743954,4763.508344246667,6100.96120966704,5810.879967779349,-0.18024320401389038,-0.013983604551473969
2016-08-31,0.0638404,25,1580.788,0.52,0.0020800000000000003,0.06176040000000001,0.010216022753190798,5727.2687163052415,5057.70452499068,6163.2887682013325,5810.879967779349,-0.1296146963910697,0.05154437724680921
2016-09-30,-0.09574300000000001,25,1085.65626,0.52,0.0020800000000000003,-0.09782300000000001,-0.039605201704545456,5178.9228276000285,4562.944695242516,5919.19047337336,5810.879967779349,-0.21475839794600615,-0.05821779829545455
2016-10-31,0.12195252000000001,25,1085.8184,0.43999999999999995,0.0017599999999999998,0.12019252000000001,0.09398672623790552,5810.505517311377,5111.376516784346,6475.515807944321,5810.879967779349,-0.12037823098629952,0.02620579376209449
2016-11-30,-0.04915112,25,1259.7684,0.4,0.0016,-0.05075112,0.015738611433416573,5524.912663369343,4851.968433815841,6577.431435076503,5810.879967779349,-0.16502002094012613,-0.06648973143341658
2016-12-31,0.09307384,25,1312.9425,0.48,0.0019199999999999998,0.09115384,0.01641582271147161,6039.137500613756,5294.243988116941,6685.405383411579,5810.879967779349,-0.08890838952569902,0.07473801728852839
2017-01-31,0.022630679999999997,25,1197.07,0.56,0.0022400000000000002,0.020390679999999998,0.023805235958524,6175.807288866145,5402.197223120557,6844.553036042078,5810.879967779349,-0.07033061204583291,-0.003414555958524003
2017-02-28,-0.03295004,25,1110.02775,0.43999999999999995,0.0017599999999999998,-0.03471004,5.88691421991944e-4,5972.314191665714,5214.686741418154,6848.582365701765,5810.879967779349,-0.10259947368849742,-0.03529873142199194
2017-03-31,-0.002463040000000007,25,1016.2434000000001,0.6,0.0024,-0.004863040000000007,0.010423958880639633,5957.604142919074,5189.327511207168,6919.971706672514,5810.879967779349,-0.10696356834397136,-0.01528699888063964
2017-04-30,-0.01737632,25,984.7296,0.28,0.0011200000000000001,-0.01849632,-0.008127758794222098,5854.082906898387,5093.344048975077,6863.727845777838,5810.879967779349,-0.12348145595553928,-0.010368561205777902
2017-05-31,0.025224,25,1097.29836,0.36,0.0014399999999999999,0.023784,0.02565452217779655,6001.746294141991,5214.4841438359,7039.813504019707,5810.879967779349,-0.10263433890398599,-0.0018705221777965512
2017-06-30,-0.014311040000000002,25,950.3767599999999,0.4,0.0016,-0.01591104,0.01251414342403628,5915.855062856673,5131.516278043961,7127.910739887477,5810.879967779349,-0.11691235983231107,-0.02842518342403628
2017-07-31,0.04962764,25,936.9204,0.24,9.599999999999999e-4,0.04866764,-0.010442635910998872,6209.444988208302,5381.255064917945,7053.476563224732,5810.879967779349,-0.07393456847218038,0.05911027591099887
2017-08-31,-0.025772279999999998,25,907.14357,0.31999999999999995,0.0012799999999999997,-0.027052279999999998,0.053825455223924804,6049.413433327601,5235.679846150366,7433.133150151587,5810.879967779349,-0.09898674982419187,-0.0808777352239248
2017-09-30,-0.049932519999999994,25,1286.14167,0.43999999999999995,0.0017599999999999998,-0.05169251999999999,0.011100042780943821,5747.3509760797015,4965.034360989642,7515.641246114721,5810.879967779349,-0.1455623952791698,-0.0627925627809438
2017-10-31,0.03487248,25,1244.8310258799997,0.36,0.0014399999999999999,0.03343248,0.032441352593653223,5947.775358046021,5131.0277729627405,7759.458813747333,5810.879967779349,-0.11699642714809277,9.91127406346777e-4
2017-11-30,0.051103720000000005,25,1534.9774,0.4,0.0016,0.04950372000000001,0.006939901890794152,6251.728804566505,5385.032735147711,7813.308696640396,5810.879967779349,-0.07328446551863244,0.042563818109205856
2017-12-31,0.0043225999999999985,25,1680.9083500000002,0.36,0.0014399999999999999,0.0028825999999999986,0.037267448944666284,6278.752527497123,5400.555630510048,8104.490779581359,5810.879967779349,-0.07061311531893644,-0.034384848944666285
2018-01-31,-0.014929759999999995,25,1216.5886799999998,0.43999999999999995,0.0017599999999999998,-0.016689759999999994,-0.03617452424340718,6185.0122591621985,5310.421653170187,7811.314681394923,5810.879967779349,-0.08612435937141105,0.01948476424340719
2018-02-28,0.004113960000000003,25,1143.21109,0.43999999999999995,0.0017599999999999998,0.0023539600000000035,6.589229189774252e-4,6210.457152195901,5322.922173324883,7816.461735665839,5810.879967779349,-0.0839731326683969,0.0016950370810225783
2018-03-31,0.02905559999999999,25,1438.0552,0.64,0.00256,0.02649559999999999,0.005511525327262379,6390.905711027244,5463.95619006043,7859.542362491539,5810.879967779349,-0.059702451202325646,0.02098407467273761
