grp,avg_spread,t_stat,hit_rate,n_periods,feature
2002-2009,-0.056936714087721746,-3.882920951160737,0.28125,96,cash_ratio
2010-2017,0.017412654223799912,1.170249554991624,0.5104166666666666,96,cash_ratio
2018-2024,-0.1239062530295753,-3.8553600693457035,0.3055555555555556,72,cash_ratio
1994-2001,0.08523875770549809,2.4673003132948086,0.7127659574468085,94,int_coverage
2002-2009,-0.003378865095699324,-0.18127522368893548,0.5625,96,int_coverage
2010-2017,0.015125477225371805,1.0250098668978505,0.6354166666666666,96,int_coverage
2018-2024,0.061803213321329625,2.1715151616000394,0.7083333333333334,72,int_coverage
1994-2001,-0.010352169301655854,-0.5301261197968508,0.5,94,log_mktcap
2002-2009,-0.06109712916068414,-4.205894796550277,0.4270833333333333,96,log_mktcap
2010-2017,-6.400798664490326e-4,-0.06855206641493966,0.53125,96,log_mktcap
2018-2024,0.08097355834566612,3.1467469163899873,0.8194444444444444,72,log_mktcap
1994-2001,-0.10847313154922816,-1.9876282713573183,0.3617021276595745,94,vol_12m
2002-2009,0.0936528344361951,2.5968998742802074,0.4895833333333333,96,vol_12m
2010-2017,-0.052575748881438164,-3.382886049296962,0.3958333333333333,96,vol_12m
2018-2024,0.021878963154911914,0.5283697271923794,0.4166666666666667,72,vol_12m
1994-2001,-0.014895126847470977,-0.2834657523506644,0.4148936170212766,94,turnover
2002-2009,0.03045922275447314,1.3233047910132845,0.4791666666666667,96,turnover
2010-2017,-0.06678892584612207,-5.5801576929446375,0.3229166666666667,96,turnover
2018-2024,0.08292789526405905,2.0776627045028926,0.5,72,turnover
1994-2001,0.0762596001120827,2.226862071398435,0.6808510638297872,94,mom_12_1
2002-2009,-0.137147300234366,-3.6190930251514817,0.4166666666666667,96,mom_12_1
2010-2017,0.050732246111829436,4.536374991438773,0.71875,96,mom_12_1
2018-2024,0.03375582099164763,0.9443063770679925,0.6527777777777778,72,mom_12_1
1994-2001,0.17877722241394053,5.026803481795515,0.7872340425531915,94,mom_6_1
2002-2009,-0.09494952358510017,-2.5437636360388307,0.53125,96,mom_6_1
2010-2017,0.03757636828125212,3.130561115829254,0.6145833333333334,96,mom_6_1
2018-2024,0.05296967235108534,1.8129599771778504,0.7083333333333334,72,mom_6_1
1994-2001,0.11171026546040683,3.6290228816399845,0.6808510638297872,94,mom_1m
2002-2009,-0.018133268490552867,-0.8864123863016251,0.5104166666666666,96,mom_1m
2010-2017,0.01935898160846418,1.640548679414282,0.5729166666666666,96,mom_1m
2018-2024,0.03323858198364646,1.056765377934677,0.6388888888888888,72,mom_1m
