grp,avg_spread,t_stat,hit_rate,n_periods,feature
Materials,-0.002948950195436584,-0.14929028723944696,0.5446927374301676,358,mom_12_1
Tech,-0.015131739909088416,-0.8844687684505588,0.4664804469273743,358,mom_12_1
Telecom,-0.01122704900093095,-0.4600417362741575,0.5042735042735043,351,mom_12_1
Utilities,0.002985690878567003,0.22621107800824816,0.5251396648044693,358,mom_12_1
Cons Disc,0.05702933533966445,2.7887373475838486,0.6759776536312849,358,mom_6_1
Cons Staples,0.013114490762616204,0.8517511739501131,0.5279329608938548,358,mom_6_1
Energy,0.03560372063044998,1.7965112559497465,0.5782122905027933,358,mom_6_1
Financials,0.008501611061974187,0.649723845567826,0.5782122905027933,358,mom_6_1
Health Care,0.015977515289776433,0.8556855960514396,0.5558659217877095,358,mom_6_1
Industrials,0.03475529733780645,2.563501063136706,0.5949720670391061,358,mom_6_1
Materials,0.03661375127063525,1.7901135889741893,0.611731843575419,358,mom_6_1
Tech,0.03328691976086869,1.9804431929084692,0.5614525139664804,358,mom_6_1
Telecom,0.03557305698623217,1.5577302146258036,0.5670391061452514,358,mom_6_1
Utilities,0.028362580813575147,2.1837510058036407,0.5335195530726257,358,mom_6_1
Cons Disc,0.034708831672937264,2.4495679250883313,0.6284916201117319,358,mom_1m
Cons Staples,6.641123765857256e-4,0.05114169781686318,0.49162011173184356,358,mom_1m
Energy,0.02390326935027991,1.4422452854408243,0.5921787709497207,358,mom_1m
Financials,0.012493016771521388,1.1164917910158607,0.5754189944134078,358,mom_1m
Health Care,0.016391463733346552,1.0715008834415003,0.5223463687150838,358,mom_1m
Industrials,0.0114792182729894,0.9752398247182058,0.5307262569832403,358,mom_1m
Materials,0.028967405073909377,1.804211494105754,0.5391061452513967,358,mom_1m
Tech,0.03738691763318884,2.430509422310437,0.547486033519553,358,mom_1m
Telecom,0.035174263664904684,1.6789687049317052,0.5726256983240223,358,mom_1m
Utilities,0.020918992107446664,1.8533950711615477,0.5167597765363129,358,mom_1m
