model,form_date,ic
xgboost,2016-01-31,0.1076597637242612
xgboost,2016-02-29,0.07092332770728388
xgboost,2016-03-31,0.041629699712025986
xgboost,2016-04-30,-0.013925104208380718
xgboost,2016-05-31,-0.044213555006269195
xgboost,2016-06-30,-0.014532126089517865
xgboost,2016-07-31,-0.03144710743099898
xgboost,2016-08-31,-0.09086861581665433
xgboost,2016-09-30,-0.024975769220218397
xgboost,2016-10-31,-0.04817096330630703
xgboost,2016-11-30,-0.07881845175900465
xgboost,2016-12-31,-0.043375494207450155
xgboost,2017-01-31,-0.06802245930295149
xgboost,2017-02-28,-0.09137784760428912
xgboost,2017-03-31,-0.019523890055394157
xgboost,2017-04-30,-0.04138567779026763
xgboost,2017-05-31,0.02620034753564805
xgboost,2017-06-30,-0.014221140545862068
xgboost,2017-07-31,-0.006887221589849869
xgboost,2017-08-31,-0.017579856331089272
xgboost,2017-09-30,-0.03569079965242233
xgboost,2017-10-31,8.600595628833085e-4
xgboost,2017-11-30,-0.04409975148838032
xgboost,2017-12-31,-0.09983776793425024
xgboost,2018-01-31,-0.02323216034900362
xgboost,2018-02-28,-0.04440839784620967
xgboost,2018-03-31,-0.12616178630665623
xgboost,2018-04-30,-0.10780393239859709
xgboost,2018-05-31,-0.1161904318019081
xgboost,2018-06-30,-0.10850396056844437
xgboost,2018-07-31,-0.10013848985553626
xgboost,2018-08-31,-0.0782435788248443
xgboost,2018-09-30,-0.010496538544683872
xgboost,2018-10-31,-0.028893623906171628
xgboost,2018-11-30,-0.03919230062702511
xgboost,2018-12-31,-0.005023498482863292
xgboost,2019-01-31,-0.10328597670741974
xgboost,2019-02-28,-0.12773142813693336
xgboost,2019-03-31,-0.19443411545102338
xgboost,2019-04-30,-0.2007293493504752
xgboost,2019-05-31,-0.19588086068112587
xgboost,2019-06-30,-0.2042561099650744
xgboost,2019-07-31,-0.20816725463255412
xgboost,2019-08-31,-0.16874512013830034
xgboost,2019-09-30,-0.23271441789726183
xgboost,2019-10-31,-0.24551687581404452
xgboost,2019-11-30,-0.23405742220926315
xgboost,2019-12-31,-0.222515245953994
xgboost,2020-01-31,-0.13961441123519044
xgboost,2020-02-29,-0.04477215899937536
xgboost,2020-03-31,0.2285263370586656
xgboost,2020-04-30,0.1951941463287341
xgboost,2020-05-31,0.2839786150512056
xgboost,2020-06-30,0.25701463176934736
xgboost,2020-07-31,0.2749402204662185
xgboost,2020-08-31,0.28717768306364033
xgboost,2020-09-30,0.34776485624088793
xgboost,2020-10-31,0.32482658560327926
xgboost,2020-11-30,0.3024269955404738
xgboost,2020-12-31,0.34881282739928327
xgboost,2021-01-31,0.31756163773005525
xgboost,2021-02-28,0.31935371563895293
xgboost,2021-03-31,0.26316259237859085
xgboost,2021-04-30,0.3491869437310119
xgboost,2021-05-31,0.3205943130962212
xgboost,2021-06-30,0.3571827846995878
xgboost,2021-07-31,0.33845221851747936
xgboost,2021-08-31,0.3158578274261751
xgboost,2021-09-30,0.2967209012815845
xgboost,2021-10-31,0.3341493594690639
xgboost,2021-11-30,0.33477925013200344
xgboost,2021-12-31,0.2941903776279106
xgboost,2022-01-31,0.21195421719727722
xgboost,2022-02-28,0.23304521561191957
xgboost,2022-03-31,0.2690655971878119
xgboost,2022-04-30,0.18978581305822023
xgboost,2022-05-31,0.036133346602131786
xgboost,2022-06-30,0.06896310889537424
xgboost,2022-07-31,0.11506093941245198
xgboost,2022-08-31,0.1806506082419569
xgboost,2022-09-30,0.21070016789748633
xgboost,2022-10-31,0.1896480250647623
xgboost,2022-11-30,0.09277636747860406
xgboost,2022-12-31,0.05630007847236806
xgboost,2023-01-31,0.11833188029547752
xgboost,2023-02-28,0.06610894919766215
xgboost,2023-03-31,0.19952787812807601
xgboost,2023-04-30,0.19983717332143114
xgboost,2023-05-31,0.2996271009961963
xgboost,2023-06-30,0.24321049569591688
xgboost,2023-07-31,0.09371740701182213
xgboost,2023-08-31,0.05800755291946297
xgboost,2023-09-30,0.025824202651184913
xgboost,2023-10-31,0.01677746669167234
xgboost,2023-11-30,-0.013005150280474949
xgboost,2023-12-31,-0.029730453570196103
