factor,t_stat,n_obs,w,form_date
int_coverage,1.486695172531965,131,0.060560533483622316,2005-04-30
rev_growth,1.549564604083911,120,0.06312152001599505,2005-04-30
roa,1.4646170214765004,120,0.0596611799167618,2005-04-30
roe,1.2069601150633424,120,0.04916552485820264,2005-04-30
sp,0.7156609881147179,131,0.029152453061262462,2005-04-30
accruals,1.5594981791399476,121,0.06334264350006849,2005-05-31
asset_growth,2.8221351119472025,121,0.11462757744525438,2005-05-31
bp,0.5126141319074436,132,0.020821014506357073,2005-05-31
cash_ratio,0.27441962500312,132,0.011146190940461001,2005-05-31
current_ratio,0.46432564130678344,132,0.01885966521708705,2005-05-31
ebitda_ev,1.3142966844369133,132,0.05338321483743044,2005-05-31
ep,1.514552883919492,132,0.06151708586221044,2005-05-31
fcf_growth,3.0925415235301212,119,0.12561076239419464,2005-05-31
fcfp,3.751255426789419,132,0.15236595871363065,2005-05-31
gross_margin,2.899870877076554,132,0.11778499623782336,2005-05-31
int_coverage,1.4791020800743946,132,0.06007716906090371,2005-05-31
rev_growth,1.5556021612284767,121,0.06318439767654833,2005-05-31
roa,1.4634687653980838,121,0.05944218564668,2005-05-31
roe,1.2029444517783463,121,0.048860385076822346,2005-05-31
sp,0.7134087064231978,132,0.028976752884527997,2005-05-31
accruals,1.5928539543926556,122,0.06421570299587007,2005-06-30
asset_growth,2.862440102278514,122,0.1153989058095862,2005-06-30
bp,0.5550689995111291,133,0.022377535565344584,2005-06-30
cash_ratio,0.3175859754744075,133,0.01280343789239254,2005-06-30
current_ratio,0.4852305257853296,133,0.019562006449135805,2005-06-30
ebitda_ev,1.3300608114631574,133,0.053621231124061586,2005-06-30
ep,1.5092560728497049,133,0.060845465117223524,2005-06-30
fcf_growth,3.102199540208603,120,0.12506477681685368,2005-06-30
fcfp,3.751665651787488,133,0.15124791985518357,2005-06-30
gross_margin,2.87764751885599,133,0.11601199085958755,2005-06-30
int_coverage,1.4822865748901626,133,0.05975819326399324,2005-06-30
rev_growth,1.558244498177215,122,0.06282042720485963,2005-06-30
roa,1.4528667895336789,122,0.05857213838843841,2005-06-30
roe,1.1742908692629968,122,0.04734138587119069,2005-06-30
sp,0.7530442592861987,133,0.03035888278627892,2005-06-30
accruals,1.5812089844222363,123,0.062037939873109946,2005-07-31
asset_growth,2.8511522417758655,123,0.111863525370117,2005-07-31
bp,0.6138225577174659,134,0.024083019577800464,2005-07-31
cash_ratio,0.41248759091067866,134,0.016183743335275214,2005-07-31
current_ratio,0.5910281319583143,134,0.023188691738394072,2005-07-31
ebitda_ev,1.4112434231676554,134,0.05536942649284737,2005-07-31
ep,1.5942428661721844,134,0.06254931767344034,2005-07-31
fcf_growth,3.089041372291288,121,0.1211969858555915,2005-07-31
fcfp,3.8350889312348633,134,0.15046778690731558,2005-07-31
gross_margin,2.8665377751287555,134,0.11246716903927506,2005-07-31
int_coverage,1.521962841830384,134,0.059713447242447315,2005-07-31
rev_growth,1.5565020275325456,123,0.06106857483593226,2005-07-31
roa,1.5098455522884444,123,0.05923803147676812,2005-07-31
roe,1.2537266608064244,123,0.049189335481067784,2005-07-31
sp,0.7998829381627319,134,0.03138300510061802,2005-07-31
accruals,1.4906548794676082,124,0.058327910195235366,2005-08-31
asset_growth,2.8371232677471236,124,0.11101393988195969,2005-08-31
bp,0.6526171608753802,135,0.025536289905684916,2005-08-31
cash_ratio,0.4190828994756798,135,0.016398315976201432,2005-08-31
current_ratio,0.6079091082473471,135,0.02378690625249275,2005-08-31
ebitda_ev,1.4537689187306166,135,0.05688459757139005,2005-08-31
ep,1.6382528269949226,135,0.06410327775143926,2005-08-31
fcf_growth,3.02888678137896,122,0.11851746410873133,2005-08-31
fcfp,3.8485115330597615,135,0.15058860248443925,2005-08-31
gross_margin,2.8506593958522966,135,0.11154359572341892,2005-08-31
int_coverage,1.516877756353352,135,0.05935398647158892,2005-08-31
rev_growth,1.5962458977312561,124,0.062459586491029055,2005-08-31
roa,1.5255690655404264,124,0.05969406914848845,2005-08-31
roe,1.2812974637194032,124,0.050135953282425885,2005-08-31
sp,0.8090026278639602,135,0.03165550475547473,2005-08-31
accruals,1.5193208196499848,125,0.060631704367757534,2005-09-30
asset_growth,2.7865470076092316,125,0.11120304032373168,2005-09-30
bp,0.6195706808519987,136,0.0247252758406897,2005-09-30
cash_ratio,0.3939543984293233,136,0.015721581848294086,2005-09-30
current_ratio,0.5690208551216241,136,0.022707978341777114,2005-09-30
ebitda_ev,1.4336334403242972,136,0.05721216862248954,2005-09-30
ep,1.6082949160216113,136,0.06418240349451315,2005-09-30
fcf_growth,2.962097379739213,123,0.11820874848422866,2005-09-30
fcfp,3.741591609476682,136,0.14931611111795018,2005-09-30
gross_margin,2.833550146032673,136,0.11307879977913322,2005-09-30
int_coverage,1.509135201601595,136,0.06022522577921615,2005-09-30
rev_growth,1.5565858950289106,125,0.06211884586176915,2005-09-30
roa,1.4945436185739918,125,0.05964291785784438,2005-09-30
roe,1.2469171794660998,125,0.04976086210276753,2005-09-30
sp,0.7834277027644483,136,0.03126433617783796,2005-09-30
accruals,1.5622615918079599,126,0.061827991895972385,2005-10-31
asset_growth,2.790881142028939,126,0.11045178191463763,2005-10-31
bp,0.6240949501116291,137,0.024699152638812567,2005-10-31
cash_ratio,0.3766605490904715,137,0.014906700323949886,2005-10-31
current_ratio,0.558296562842763,137,0.022095118732993045,2005-10-31
ebitda_ev,1.4259972851573464,137,0.0564352020511203,2005-10-31
ep,1.595824449635468,137,0.06315627399203504,2005-10-31
fcf_growth,3.0443277446440415,124,0.12048217283938266,2005-10-31
fcfp,3.7347101206328697,137,0.14780471355317015,2005-10-31
gross_margin,2.9282272304583117,137,0.11588738430471329,2005-10-31
int_coverage,1.5098382617752446,137,0.05975328863153917,2005-10-31
rev_growth,1.5964515443822662,126,0.06318109186448762,2005-10-31
roa,1.4978947316648406,126,0.05928061204091725,2005-10-31
roe,1.2455510865667938,126,0.04929387171142702,2005-10-31
sp,0.7768516205775653,137,0.030744643504842004,2005-10-31
accruals,1.530481164509371,127,0.06084218471067858,2005-11-30
asset_growth,2.802692019687122,127,0.11141718663595132,2005-11-30
bp,0.625319785277614,138,0.024858732509327467,2005-11-30
cash_ratio,0.3940628194729202,138,0.01566542823652986,2005-11-30
current_ratio,0.5765772907916829,138,0.022921041329885254,2005-11-30
ebitda_ev,1.439261415598419,138,0.057215868398395806,2005-11-30
ep,1.5933942233306657,138,0.06334320728729165,2005-11-30
fcf_growth,3.018039338848659,125,0.1199780246738215,2005-11-30
fcfp,3.741137267426581,138,0.14872379349127082,2005-11-30
gross_margin,2.808292693940581,138,0.11163983377812801,2005-11-30
int_coverage,1.479544247826969,138,0.05881725727919553,2005-11-30
rev_growth,1.5976668268165244,127,0.06351305879315154,2005-11-30
roa,1.4873633552829775,127,0.05912809519810819,2005-11-30
roe,1.236862730150957,127,0.049169785577676706,2005-11-30
sp,0.8242392105128479,138,0.03276650210058794,2005-11-30
accruals,1.4356960338666243,128,0.05763766822427913,2005-12-31
asset_growth,2.7915276733330767,128,0.11206908849719163,2005-12-31
bp,0.6134730518861842,139,0.024628581116799768,2005-12-31
cash_ratio,0.3698789082187964,139,0.014849214103947371,2005-12-31
current_ratio,0.5628460668982755,139,0.02259610258715599,2005-12-31
ebitda_ev,1.437115908374194,139,0.057694670719136636,2005-12-31
ep,1.6008326564456272,139,0.06426726783266727,2005-12-31
fcf_growth,3.01934653808548,126,0.12121513879759302,2005-12-31
fcfp,3.701749127115563,139,0.14861097544692584,2005-12-31
gross_margin,2.7941100659865343,139,0.11217276161982605,2005-12-31
int_coverage,1.4584760571855178,139,0.05855219845576524,2005-12-31
rev_growth,1.5743398234544803,128,0.06320368258743086,2005-12-31
roa,1.4872505818547581,128,0.05970738483719609,2005-12-31
roe,1.2388005966460314,128,0.049733074481806486,2005-12-31
sp,0.8235457385809297,139,0.0330621906922787,2005-12-31
accruals,1.4207231419364268,129,0.0563506115534891,2006-01-31
asset_growth,2.8039459241035614,129,0.1112138339428971,2006-01-31
bp,0.6321798692832947,140,0.025074359102339808,2006-01-31
cash_ratio,0.42493428293815044,140,0.016854308912692878,2006-01-31
current_ratio,0.6277611537576822,140,0.02489909812798151,2006-01-31
ebitda_ev,1.4812723345176266,140,0.058752194191447754,2006-01-31
ep,1.6479833431619542,140,0.06536450802833127,2006-01-31
fcf_growth,2.946836685887242,127,0.11688135745552151,2006-01-31
fcfp,3.755396019657768,140,0.14895151355444264,2006-01-31
gross_margin,2.7353635018845956,140,0.1084936266626871,2006-01-31
int_coverage,1.4984338404814677,140,0.05943287667468175,2006-01-31
rev_growth,1.5693782563918857,129,0.06224676849135776,2006-01-31
roa,1.5306373123212649,129,0.06071017362209738,2006-01-31
roe,1.288874598475054,129,0.05112105919583657,2006-01-31
sp,0.8484842307619159,140,0.033653710484195944,2006-01-31
accruals,1.3868586990653147,130,0.05474931138927178,2006-02-28
asset_growth,2.835208072435913,130,0.11192610300947495,2006-02-28
bp,0.6472859438750784,141,0.025553042803134467,2006-02-28
cash_ratio,0.47555953907659265,141,0.01877376354677697,2006-02-28
current_ratio,0.661681958343979,141,0.02612135728207417,2006-02-28
ebitda_ev,1.5138359974079072,141,0.059762020795797746,2006-02-28
ep,1.6647636671580741,141,0.06572022403162711,2006-02-28
fcf_growth,2.954975556642405,128,0.11665418907300125,2006-02-28
fcfp,3.7562176982382116,141,0.14828499294509048,2006-02-28
gross_margin,2.6531922156306447,141,0.10474062490075854,2006-02-28
int_coverage,1.492756960867741,141,0.058929879254556956,2006-02-28
rev_growth,1.5599233341533707,130,0.06158142024310999,2006-02-28
roa,1.5529143733677035,130,0.06130472602990117,2006-02-28
roe,1.294252390905966,130,0.051093472762420974,2006-02-28
sp,0.8816446852991591,141,0.03480487193300355,2006-02-28
accruals,1.4391563281620494,131,0.05575275701614577,2006-03-31
asset_growth,2.8483756378976826,131,0.11034575724878253,2006-03-31
bp,0.6903231279240519,142,0.026743041642270905,2006-03-31
cash_ratio,0.5032232952224813,142,0.01949481481225441,2006-03-31
current_ratio,0.716707961732306,142,0.027765187186460417,2006-03-31
ebitda_ev,1.5469051797644382,142,0.05992693561273275,2006-03-31
ep,1.681765190653025,142,0.06515139752221027,2006-03-31
fcf_growth,2.972333936001612,129,0.11514788801045553,2006-03-31
fcfp,3.802056325083307,142,0.14729124161569282,2006-03-31
gross_margin,2.7138059430501285,142,0.10513254215063249,2006-03-31
int_coverage,1.5202391566513842,142,0.05889389682596821,2006-03-31
rev_growth,1.5996816975750918,131,0.061971492076875495,2006-03-31
roa,1.5661442321852226,131,0.06067225437612709,2006-03-31
roe,1.2966532255910046,131,0.050232202580036064,2006-03-31
sp,0.9158155031238205,142,0.03547859132335509,2006-03-31
accruals,1.4728571442682845,132,0.056558381920462544,2006-04-30
asset_growth,2.889514636846216,132,0.11095867174321587,2006-04-30
bp,0.6969372456581113,143,0.026762706123891856,2006-04-30
cash_ratio,0.49788324977251,143,0.019118942459571863,2006-04-30
current_ratio,0.7336613695243869,143,0.02817292912576694,2006-04-30
ebitda_ev,1.5625462060677988,143,0.06000248254562195,2006-04-30
ep,1.684128506805333,143,0.0646712980017864,2006-04-30
fcf_growth,3.0084625469865904,130,0.11552632540639743,2006-04-30
fcfp,3.8350557212724667,143,0.14726787795685461,2006-04-30
gross_margin,2.7429723692184367,143,0.10533138224522444,2006-04-30
int_coverage,1.5169221481962556,143,0.0582504980440008,2006-04-30
rev_growth,1.6441262610471434,132,0.06313519363343513,2006-04-30
roa,1.5536899363528829,132,0.059662397774416474,2006-04-30
roe,1.2900214175290732,132,0.04953740714238317,2006-04-30
sp,0.9125805272097095,143,0.03504350587697064,2006-04-30
accruals,1.5119085944432735,133,0.05798034559975752,2006-05-31
asset_growth,2.860985213428154,133,0.10971623022716022,2006-05-31
bp,0.6837702243457942,144,0.0262219780111716,2006-05-31
cash_ratio,0.47579796934845237,144,0.01824642759481394,2006-05-31
current_ratio,0.7091558028485027,144,0.027195492296523485,2006-05-31
ebitda_ev,1.5631698832471248,144,0.05994617028761221,2006-05-31
ep,1.6718381216583464,144,0.06411350027168412,2006-05-31
fcf_growth,3.092102608326386,131,0.11857937610751647,2006-05-31
fcfp,3.859150853737455,144,0.1479949919219089,2006-05-31
gross_margin,2.7731547183288714,144,0.1063480091066702,2006-05-31
int_coverage,1.5406817714638978,144,0.05908377126569409,2006-05-31
rev_growth,1.607955596630054,133,0.06166366243589258,2006-05-31
roa,1.5405287610856084,133,0.05907790345420987,2006-05-31
roe,1.265647727491111,133,0.0485364610778629,2006-05-31
sp,0.9203781368162934,144,0.035295680341522,2006-05-31
accruals,1.4974949200187229,134,0.05780786209450418,2006-06-30
asset_growth,2.869128509610818,134,0.11075709372885136,2006-06-30
bp,0.6824524854166876,145,0.026344743234605596,2006-06-30
cash_ratio,0.49628077185923675,145,0.01915794840855564,2006-06-30
current_ratio,0.7105437916708439,145,0.027429153162336403,2006-06-30
ebitda_ev,1.5742152979223971,145,0.06076950220854102,2006-06-30
ep,1.6787186863951602,145,0.06480365109845268,2006-06-30
fcf_growth,3.019675782108989,132,0.11656867669380006,2006-06-30
fcfp,3.8220715867715356,145,0.1475435971433207,2006-06-30
gross_margin,2.708692886735046,145,0.10456379034046154,2006-06-30
int_coverage,1.5060601861410945,145,0.05813850743839529,2006-06-30
rev_growth,1.633554608523167,134,0.06306018021895414,2006-06-30
roa,1.5270421485000392,134,0.05894847505184321,2006-06-30
roe,1.2505498672100497,134,0.048275031387135,2006-06-30
sp,0.9282114620215165,145,0.03583178779024309,2006-06-30
accruals,1.469941853898484,135,0.057639017497263696,2006-07-31
asset_growth,2.8531525811120004,135,0.11187715426220865,2006-07-31
bp,0.6714881978614502,146,0.026330238766311864,2006-07-31
cash_ratio,0.4600385244950956,146,0.018038923439361722,2006-07-31
current_ratio,0.6496431710614323,146,0.025473656665043674,2006-07-31
ebitda_ev,1.5633168060433302,146,0.06130041436558815,2006-07-31
ep,1.6608654199580564,146,0.06512546788682289,2006-07-31
fcf_growth,3.018308251438407,133,0.11835319992787176,2006-07-31
fcfp,3.7839871914206644,146,0.14837682412897674,2006-07-31
gross_margin,2.6873676703972067,146,0.10537643496904113,2006-07-31
int_coverage,1.4819243841230434,146,0.05810887368065159,2006-07-31
rev_growth,1.575574935646847,135,0.061781077287612556,2006-07-31
roa,1.5019197512194038,135,0.05889292735656721,2006-07-31
roe,1.19428656673657,135,0.04683008660125555,2006-07-31
sp,0.9307334493142069,146,0.036495703165422666,2006-07-31
accruals,1.4912688386147948,136,0.05882519679087502,2006-08-31
asset_growth,2.8725240193910744,136,0.1133107501154211,2006-08-31
bp,0.65926666761324,147,0.026005700954655816,2006-08-31
cash_ratio,0.45848313832062937,147,0.018085512242085836,2006-08-31
current_ratio,0.6405267675107686,147,0.025266479237669365,2006-08-31
ebitda_ev,1.5624475466369212,147,0.061632941040805925,2006-08-31
ep,1.6367698322790845,147,0.06456468813136336,2006-08-31
fcf_growth,3.0200704789029174,134,0.11913092773318933,2006-08-31
fcfp,3.763450746154792,147,0.14845460793035894,2006-08-31
gross_margin,2.662485554040462,147,0.10502548743308682,2006-08-31
int_coverage,1.458537438103463,147,0.057534060661383765,2006-08-31
rev_growth,1.5682383195784082,136,0.06186136622413549,2006-08-31
roa,1.4629846813203744,136,0.05770948842506901,2006-08-31
roe,1.1745630003056466,136,0.04633228955581208,2006-08-31
sp,0.9192346465102297,147,0.03626050352408821,2006-08-31
accruals,1.499277489696171,137,0.0594187522340581,2006-09-30
asset_growth,2.863895873311672,137,0.11350074985447324,2006-09-30
bp,0.6454804433661457,148,0.02558141691574077,2006-09-30
cash_ratio,0.461705987197012,148,0.018298142836653916,2006-09-30
current_ratio,0.6598644447863541,148,0.026151477776652447,2006-09-30
ebitda_ev,1.5596008455791777,148,0.0618094628008296,2006-09-30
ep,1.652493985337914,148,0.06549096572040364,2006-09-30
fcf_growth,2.9588658630294997,135,0.11726456164214852,2006-09-30
fcfp,3.7578714011644103,148,0.14893042231861311,2006-09-30
gross_margin,2.653138070204346,148,0.10514808280631635,2006-09-30
int_coverage,1.4465173060193302,148,0.05732778221465702,2006-09-30
rev_growth,1.5404863626782976,137,0.06105192543274726,2006-09-30
roa,1.467947235852929,137,0.05817708442850798,2006-09-30
roe,1.1687112743594994,137,0.046317887196712405,2006-09-30
sp,0.8965394763301602,148,0.035531285821485535,2006-09-30
accruals,1.4819285567488771,138,0.05802583696467193,2006-10-31
asset_growth,2.859684432761038,138,0.11197272763934005,2006-10-31
bp,0.6612437880501905,149,0.025891412959527953,2006-10-31
cash_ratio,0.45942880912691253,149,0.01798922158147541,2006-10-31
current_ratio,0.6712401187702038,149,0.026282825523894056,2006-10-31
ebitda_ev,1.5779342231729017,149,0.06178499871524013,2006-10-31
ep,1.6712131245973705,149,0.06543739228148217,2006-10-31
fcf_growth,2.9995201520763324,136,0.11744808244904016,2006-10-31
fcfp,3.8356292455644776,149,0.15018645551194895,2006-10-31
gross_margin,2.67840228748411,149,0.10487451216968059,2006-10-31
int_coverage,1.4900408443223772,149,0.058343478644499694,2006-10-31
rev_growth,1.5510751341850035,138,0.0607333143330655,2006-10-31
roa,1.4984159818895069,138,0.058671412379775786,2006-10-31
roe,1.1952650310488688,138,0.046801347814885305,2006-10-31
sp,0.9080938481662615,149,0.03555698103147236,2006-10-31
accruals,1.4620383026604897,139,0.057473198142918645,2006-11-30
asset_growth,2.8310690509673564,139,0.11129023926831806,2006-11-30
bp,0.639090129596312,150,0.025122839519753578,2006-11-30
cash_ratio,0.4168189827126313,150,0.01638528890767085,2006-11-30
current_ratio,0.6376875434816999,150,0.02506770340633513,2006-11-30
ebitda_ev,1.5885467604938992,150,0.0624462865022207,2006-11-30
ep,1.672388589787222,150,0.06574213590566746,2006-11-30
fcf_growth,3.0234238843007053,137,0.11885176992712385,2006-11-30
fcfp,3.8212183057378724,150,0.15021332644526456,2006-11-30
gross_margin,2.6542248598825866,150,0.10433843696864921,2006-11-30
int_coverage,1.5164993745344422,150,0.05961408047766433,2006-11-30
rev_growth,1.5444809043577608,139,0.060714043457396893,2006-11-30
roa,1.52030675743331,139,0.05976374992979455,2006-11-30
roe,1.2039656394948468,139,0.04732827835634449,2006-11-30
sp,0.9068514304525108,150,0.0356486227848775,2006-11-30
accruals,1.4794314026239326,140,0.05828608672777113,2006-12-31
asset_growth,2.8305732144558484,140,0.11151786799608561,2006-12-31
bp,0.6405865973165482,151,0.025237591889436976,2006-12-31
cash_ratio,0.41985668112380214,151,0.01654135696039213,2006-12-31
current_ratio,0.647924979598284,151,0.02552670673812558,2006-12-31
ebitda_ev,1.594685792477484,151,0.06282683620141744,2006-12-31
ep,1.6618790238695313,151,0.06547409007577068,2006-12-31
fcf_growth,3.034624107017308,138,0.11955698897163217,2006-12-31
fcfp,3.810625203504649,151,0.150129590803989,2006-12-31
gross_margin,2.6190460054750204,151,0.10318419789413094,2006-12-31
int_coverage,1.4926201959441474,151,0.058805693888963784,2006-12-31
rev_growth,1.5382620033036354,140,0.06060387279570393,2006-12-31
roa,1.5027244103072,140,0.05920377595862672,2006-12-31
roe,1.194721294466509,140,0.04706918405360571,2006-12-31
sp,0.9146784132062459,151,0.0360361590443483,2006-12-31
accruals,1.5008970393120291,141,0.06027275662215836,2007-01-31
asset_growth,2.813107312286184,141,0.11296826360798079,2007-01-31
bp,0.6214075973982909,152,0.024954375883315248,2007-01-31
cash_ratio,0.3970472789886619,152,0.01594455408143334,2007-01-31
current_ratio,0.6163507171713081,152,0.02475130258567716,2007-01-31
ebitda_ev,1.5793752913573744,152,0.0634242723236149,2007-01-31
ep,1.6186684922962793,152,0.06500220170522109,2007-01-31
fcf_growth,2.9376956101688716,139,0.11797145833724366,2007-01-31
fcfp,3.6999479323995996,152,0.1485818516547938,2007-01-31
gross_margin,2.5652264479671874,152,0.10301390790265043,2007-01-31
int_coverage,1.4924017906251943,152,0.05993160593484606,2007-01-31
rev_growth,1.4724498201174518,141,0.059130378248304104,2007-01-31
roa,1.4885299835081145,141,0.05977612259258918,2007-01-31
roe,1.191126978329809,141,0.047833065553828553,2007-01-31
sp,0.9075164155526567,152,0.03644388296634334,2007-01-31
accruals,1.479167045613988,142,0.05974480285739053,2007-02-28
asset_growth,2.8559545327426794,142,0.11535440911445946,2007-02-28
bp,0.631040284030516,153,0.025488248589817273,2007-02-28
cash_ratio,0.38121431743678613,153,0.015397567373617062,2007-02-28
current_ratio,0.5934934112276645,153,0.023971698772019823,2007-02-28
ebitda_ev,1.5773554432641363,153,0.06371071494141493,2007-02-28
ep,1.5706640574705695,153,0.06344044423313705,2007-02-28
fcf_growth,2.9690013330323,140,0.11992046459615029,2007-02-28
fcfp,3.71077934578299,153,0.14988150332206454,2007-02-28
gross_margin,2.5015382634812013,153,0.10103923747832454,2007-02-28
int_coverage,1.4517607965566386,153,0.05863784137400228,2007-02-28
rev_growth,1.517380487625381,142,0.06128827596696439,2007-02-28
roa,1.443481910827208,142,0.05830345020618229,2007-02-28
roe,1.1512430147227053,142,0.04649967504312925,2007-02-28
sp,0.9240130687289794,153,0.03732166613132614,2007-02-28
accruals,1.4841618105159617,143,0.05981794520804855,2007-03-31
asset_growth,2.825483335021332,143,0.11387882784950733,2007-03-31
bp,0.6162497630712981,154,0.024837449866100942,2007-03-31
cash_ratio,0.38409317835234913,154,0.015480565888889608,2007-03-31
current_ratio,0.5863786095352749,154,0.023633517105630667,2007-03-31
ebitda_ev,1.586138639184718,154,0.06392803907151857,2007-03-31
ep,1.5804555424626472,154,0.06369898643997654,2007-03-31
fcf_growth,2.9908753470106535,141,0.12054481954995859,2007-03-31
fcfp,3.708670224877901,154,0.14947496339994357,2007-03-31
gross_margin,2.5198129576281905,154,0.10155902972704389,2007-03-31
int_coverage,1.478820823287558,154,0.05960268102383235,2007-03-31
rev_growth,1.4767236010662748,143,0.05951815417303149,2007-03-31
roa,1.4649512550001882,143,0.05904367925596935,2007-03-31
roe,1.176531004514846,143,0.047419133591082574,2007-03-31
sp,0.9319677266570349,154,0.03756220784946583,2007-03-31
accruals,1.4788965798221234,144,0.05915177352376354,2007-04-30
asset_growth,2.839361669520843,144,0.11356661494730949,2007-04-30
bp,0.6262243367902277,155,0.025047241741095846,2007-04-30
cash_ratio,0.4205014776482531,155,0.0168188962714682,2007-04-30
current_ratio,0.6141180582425994,155,0.024563024077308267,2007-04-30
ebitda_ev,1.6161193176909743,155,0.06464030356939074,2007-04-30
ep,1.5897054870924807,155,0.06358382338898146,2007-04-30
fcf_growth,3.0069710023819227,142,0.12027052476300475,2007-04-30
fcfp,3.7163721449645504,155,0.1486446087226781,2007-04-30
gross_margin,2.515352840371095,155,0.10060715777967517,2007-04-30
int_coverage,1.478147182225348,155,0.059121799692240413,2007-04-30
rev_growth,1.4697999956626102,144,0.05878793531263717,2007-04-30
roa,1.4850969666769298,144,0.059399771851705675,2007-04-30
roe,1.1977974457305407,144,0.047908585498059104,2007-04-30
sp,0.9472639594662702,155,0.03788793886068201,2007-04-30
accruals,1.443431889179639,145,0.05751944135157836,2007-05-31
asset_growth,2.8720716316733403,145,0.1144494291791326,2007-05-31
bp,0.6819145155402278,156,0.027173670110404946,2007-05-31
cash_ratio,0.49736207721709275,156,0.019819424141479122,2007-05-31
current_ratio,0.6816118239912945,156,0.027161608128868444,2007-05-31
ebitda_ev,1.651773666720033,156,0.06582167074262299,2007-05-31
ep,1.617995949309921,156,0.06447565957983419,2007-05-31
fcf_growth,2.792059181989716,143,0.11126100619812931,2007-05-31
fcfp,3.722917101593931,156,0.1483548434028465,2007-05-31
gross_margin,2.4794841301906496,156,0.09880517610687281,2007-05-31
int_coverage,1.4599034727639337,156,0.05817581890083905,2007-05-31
rev_growth,1.4943507656665773,145,0.059548512034950395,2007-05-31
roa,1.47641372350528,145,0.05883373730096284,2007-05-31
roe,1.2211676656811632,145,0.04866241521552656,2007-05-31
sp,1.0022209217050138,156,0.039937587605951806,2007-05-31
accruals,1.4700482923601892,146,0.058350200462265266,2007-06-30
asset_growth,2.853056210534521,146,0.11324553259914973,2007-06-30
bp,0.675751628162359,157,0.02682241336620977,2007-06-30
cash_ratio,0.5172626778013881,157,0.020531557431287352,2007-06-30
current_ratio,0.7149954450290616,157,0.02838010680592669,2007-06-30
ebitda_ev,1.642756451893508,157,0.06520545534240145,2007-06-30
ep,1.627022952481194,157,0.06458095011393204,2007-06-30
fcf_growth,2.782008544873622,144,0.11042545821435959,2007-06-30
fcfp,3.7299607247573467,157,0.1480522491247795,2007-06-30
gross_margin,2.4865207011396384,157,0.09869674494307074,2007-06-30
int_coverage,1.474043927669457,157,0.05850879805561069,2007-06-30
rev_growth,1.4685831493139911,146,0.058292044964316087,2007-06-30
roa,1.500415028995083,146,0.05955553853125213,2007-06-30
roe,1.260600123111232,146,0.05003663503339794,2007-06-30
sp,0.9905172782178064,157,0.039316315012041164,2007-06-30
accruals,1.4602181081315697,147,0.05765501075723477,2007-07-31
asset_growth,2.884581523883937,147,0.11389434075876012,2007-07-31
bp,0.7251546369385482,158,0.028631885990543806,2007-07-31
cash_ratio,0.5630805668733608,158,0.02223258016010601,2007-07-31
current_ratio,0.7537020676933108,158,0.02975904803441359,2007-07-31
ebitda_ev,1.6811159005156895,158,0.06637690273024426,2007-07-31
ep,1.6496582609417756,158,0.06513483448171943,2007-07-31
fcf_growth,2.6525108261060946,145,0.1047312996333895,2007-07-31
fcfp,3.7249778401530116,158,0.14707641019414902,2007-07-31
gross_margin,2.508456692980039,158,0.0990434900186778,2007-07-31
int_coverage,1.462557016539654,158,0.057747359830758335,2007-07-31
rev_growth,1.5055934479154034,147,0.05944660318358646,2007-07-31
roa,1.4933764661161093,147,0.05896422989076343,2007-07-31
roe,1.2542220229976155,147,0.04952149533360858,2007-07-31
sp,1.0076151180080986,158,0.039784509002044825,2007-07-31
accruals,1.5157088346143417,148,0.059711918294523915,2007-08-31
asset_growth,2.921855048724957,148,0.11510757604200349,2007-08-31
bp,0.7339870438874248,159,0.028915695015392994,2007-08-31
cash_ratio,0.5268622562495281,159,0.02075593628485054,2007-08-31
current_ratio,0.7314450037000644,159,0.028815550388336254,2007-08-31
ebitda_ev,1.6795162275827773,159,0.06616517200763494,2007-08-31
ep,1.6226594339886413,159,0.06392527728903916,2007-08-31
fcf_growth,2.734989575606427,146,0.1077459406090608,2007-08-31
fcfp,3.7372044976533094,159,0.14722857353442928,2007-08-31
gross_margin,2.504673155341156,159,0.09867253880872998,2007-08-31
int_coverage,1.441205435568251,159,0.056776828932432535,2007-08-31
rev_growth,1.5390417334028577,148,0.0606311265977392,2007-08-31
roa,1.4624547523149993,148,0.05761395373926863,2007-08-31
roe,1.2195784031746435,148,0.04804574882791358,2007-08-31
sp,1.0125087877812127,159,0.039888163628644696,2007-08-31
accruals,1.4791559657271909,149,0.05746249783980124,2007-09-30
asset_growth,2.9353083284886847,149,0.11403134787210156,2007-09-30
bp,0.7329543792198174,160,0.028473934060013497,2007-09-30
cash_ratio,0.5292932904969013,160,0.020562074092603837,2007-09-30
current_ratio,0.7388679786858234,160,0.02870366655909703,2007-09-30
ebitda_ev,1.693894812169529,160,0.06580470838806339,2007-09-30
ep,1.6591707754688907,160,0.0644557432145912,2007-09-30
fcf_growth,2.767399571989976,147,0.10750840047429464,2007-09-30
fcfp,3.80810140329742,160,0.14793775891857563,2007-09-30
gross_margin,2.5468848798500745,160,0.09894180890833765,2007-09-30
int_coverage,1.4882215369987388,160,0.05781467866567634,2007-09-30
rev_growth,1.5549579039535248,149,0.06040726418798147,2007-09-30
roa,1.5062164332568766,149,0.05851374739900787,2007-09-30
roe,1.2683498978626715,149,0.049273068530143106,2007-09-30
sp,1.0324631528821262,160,0.04010930088971141,2007-09-30
