x1,x2,yhat
0.868181818181818,0.6227272727272727,0.01727643884679696
0.868181818181818,0.7045454545454545,0.0068732771058210625
0.868181818181818,0.7863636363636363,0.009999172204986079
0.868181818181818,0.868181818181818,0.00571471972932778
0.868181818181818,0.95,-0.00968538788926816
0.95,0.05,0.027997911658438672
0.95,0.1318181818181818,0.027997911658438672
0.95,0.21363636363636362,0.02799680706702426
0.95,0.2954545454545454,0.02799680706702426
0.95,0.3772727272727272,0.025938620687675766
0.95,0.459090909090909,0.02467371202227566
0.95,0.5409090909090909,0.021482809190168258
0.95,0.6227272727272727,0.018332533113347683
0.95,0.7045454545454545,0.008094164527264719
0.95,0.7863636363636363,0.011799551867094294
0.95,0.868181818181818,0.007516108315239535
0.95,0.95,-0.00795503631509768
