model,gross_spread,spread_t,sharpe,hit_rate,worst_year,n_periods,turnover,cost,net_spread
random_forest,0.06823567887092175,3.4366493014291315,0.265143249927699,0.6309523809523809,-0.7022415578776283,168,0.19034094115011277,0.018272730350410826,0.04996294852051092
xgboost,0.06962379765290637,3.7283951011447507,0.2876519270444438,0.6428571428571429,-0.6206703044941729,168,0.24306209352355404,0.023333960978261188,0.04628983667464518
elastic_net,0.04210158865058711,2.022245810032967,0.1560196514674455,0.6011904761904762,-0.8995586878404664,168,0.14899024305692057,0.014303063333464375,0.027798525317122732
